name	search_text	ric	boost
Solar Capital Ltd	SLRC Solar Solar Capital Solar Capital Ltd	SLRC.OQ	0.086608566
BJ's Restaurants Inc	BJRI BJ's BJ's Restaurants BJ's Restaurants Inc	BJRI.OQ	0.086557744
Washington Trust Bancorp Inc	WASH Washington Washington Trust Washington Trust Bancorp Washington Trust Bancorp Inc	WASH.OQ	0.086509108
Super Micro Computer Inc	SMCI Super Super Micro Super Micro Computer Super Micro Computer Inc	SMCI.PK	0.086204955
TrueBlue Inc	TBI TrueBlue TrueBlue Inc	TBI.N	0.085927899
Tivity Health Inc	TVTY Tivity Tivity Health Tivity Health Inc	TVTY.OQ	0.085822207
Benefitfocus Inc	BNFT Benefitfocus Benefitfocus Inc	BNFT.OQ	0.08573810000000001
Douglas Dynamics Inc	PLOW Douglas Douglas Dynamics Douglas Dynamics Inc	PLOW.N	0.085482214
Siem Industries Inc	SEMUF Siem Siem Industries Siem Industries Inc	SEMUF.PK	0.085317339
Standex International Corp	SXI Standex Standex International Standex International Corp	SXI.N	0.084960574
WTB Financial Corp	WTBFB WTB WTB Financial WTB Financial Corp	WTBFB.PK	0.084903916
Berry Petroleum Corp	BRY Berry Berry Petroleum Berry Petroleum Corp	BRY.OQ	0.084788251
HomeStreet Inc	HMST HomeStreet HomeStreet Inc	HMST.OQ	0.084351908
Mon Space Net Inc	MSNI Mon Mon Space Mon Space Net Mon Space Net Inc	MSNI.PK	0.08407588699999999
Great Southern Bancorp Inc	GSBC Great Great Southern Great Southern Bancorp Great Southern Bancorp Inc	GSBC.OQ	0.083924447
ANI Pharmaceuticals Inc	ANIP ANI ANI Pharmaceuticals ANI Pharmaceuticals Inc	ANIP.OQ	0.083733624
Cengage Learning Holdings II Inc	CNGO Cengage Cengage Learning Cengage Learning Holdings Cengage Learning Holdings II Cengage Learning Holdings II Inc	CNGO.PK	0.08361199
Nabors Industries Ltd	NBR Nabors Nabors Industries Nabors Industries Ltd	NBR.N	0.083605992
Entercom Communications Corp	ETM Entercom Entercom Communications Entercom Communications Corp	ETM.N	0.083603042
ViewRay Inc	VRAY ViewRay ViewRay Inc	VRAY.OQ	0.08358486
BlackRock TCP Capital Corp	TCPC BlackRock BlackRock TCP BlackRock TCP Capital BlackRock TCP Capital Corp	TCPC.OQ	0.08355078099999999
ZIOPHARM Oncology Inc	ZIOP ZIOPHARM ZIOPHARM Oncology ZIOPHARM Oncology Inc	ZIOP.OQ	0.083522086
Century Communities Inc	CCS Century Century Communities Century Communities Inc	CCS.N	0.083460062
Fluidigm Corp	FLDM Fluidigm Fluidigm Corp	FLDM.OQ	0.083304826
Globalstar Inc	GSAT Globalstar Globalstar Inc	GSAT.A	0.083297233
Fidelity Southern Corp	LION Fidelity Fidelity Southern Fidelity Southern Corp	LION.OQ	0.08316787099999999
Lindsay Corp	LNN Lindsay Lindsay Corp	LNN.N	0.083139408
Carrizo Oil & Gas Inc	CRZO Carrizo Carrizo Oil Carrizo Oil & Carrizo Oil & Gas Carrizo Oil & Gas Inc	CRZO.OQ	0.083122184
Cortexyme Inc	CRTX Cortexyme Cortexyme Inc	CRTX.OQ	0.083067009
Caleres Inc	CAL Caleres Caleres Inc	CAL.N	0.082914116
Everi Holdings Inc	EVRI Everi Everi Holdings Everi Holdings Inc	EVRI.N	0.082817931
Continental Building Products Inc	CBPX Continental Continental Building Continental Building Products Continental Building Products Inc	CBPX.N	0.082752693
Forrester Research Inc	FORR Forrester Forrester Research Forrester Research Inc	FORR.OQ	0.082598991
PetIQ Inc	PETQ PetIQ PetIQ Inc	PETQ.OQ	0.082498303
Omega Flex Inc	OFLX Omega Omega Flex Omega Flex Inc	OFLX.OQ	0.082429686
TiVo Corp	TIVO TiVo TiVo Corp	TIVO.OQ	0.082360397
Stoneridge Inc	SRI Stoneridge Stoneridge Inc	SRI.N	0.08235709599999999
Boingo Wireless Inc	WIFI Boingo Boingo Wireless Boingo Wireless Inc	WIFI.OQ	0.08234161400000001
Providence Service Corp	PRSC Providence Providence Service Providence Service Corp	PRSC.OQ	0.082252038
Connecticut Water Service Inc	CTWS Connecticut Connecticut Water Connecticut Water Service Connecticut Water Service Inc	CTWS.OQ	0.08223741
Associated Capital Group Inc	AC Associated Associated Capital Associated Capital Group Associated Capital Group Inc	AC.N	0.082198996
Spectrum Pharmaceuticals Inc	SPPI Spectrum Spectrum Pharmaceuticals Spectrum Pharmaceuticals Inc	SPPI.OQ	0.082184921
Quanterix Corp	QTRX Quanterix Quanterix Corp	QTRX.OQ	0.08212587
Kraton Corp	KRA Kraton Kraton Corp	KRA.N	0.082046867
OneSpaWorld Holdings Ltd	OneSpaWorld OneSpaWorld Holdings OneSpaWorld Holdings Ltd	OSW.OQ	0.081776883
Hyster-Yale Materials Handling Inc	HY Hyster-Yale Hyster-Yale Materials Hyster-Yale Materials Handling Hyster-Yale Materials Handling Inc	HY.N	0.081743573
Principia Biopharma Inc	PRNB Principia Principia Biopharma Principia Biopharma Inc	PRNB.OQ	0.08152774
Central Pacific Financial Corp	CPF Central Central Pacific Central Pacific Financial Central Pacific Financial Corp	CPF.N	0.08146500799999999
HealthStream Inc	HSTM HealthStream HealthStream Inc	HSTM.OQ	0.081438253
Vivint Solar Inc	VSLR Vivint Vivint Solar Vivint Solar Inc	VSLR.N	0.081402795
MBIA Inc	MBI MBIA MBIA Inc	MBI.N	0.08138932
Franklin Street Properties Corp	FSP Franklin Franklin Street Franklin Street Properties Franklin Street Properties Corp	FSP.A	0.081035605
California Resources Corp	CRC California California Resources California Resources Corp	CRC.N	0.080873693
Deciphera Pharmaceuticals Inc	DCPH Deciphera Deciphera Pharmaceuticals Deciphera Pharmaceuticals Inc	DCPH.OQ	0.080672068
Riviera Resources Inc	RVRA Riviera Riviera Resources Riviera Resources Inc	RVRA.PK	0.080598155
Buckle Inc	BKE Buckle Buckle Inc	BKE.N	0.080567234
Quinstreet Inc	QNST Quinstreet Quinstreet Inc	QNST.OQ	0.080495476
Sapiens International Corporation NV	SPNS Sapiens Sapiens International Sapiens International Corporation Sapiens International Corporation NV	SPNS.OQ	0.080468378
American Overseas Group Ltd	AOREF American American Overseas American Overseas Group American Overseas Group Ltd	AOREF.PK	0.08043376099999999
Wabash National Corp	WNC Wabash Wabash National Wabash National Corp	WNC.N	0.080386603
Emerald Expositions Events Inc	EEX Emerald Emerald Expositions Emerald Expositions Events Emerald Expositions Events Inc	EEX.N	0.080350109
Natus Medical Inc	BABY Natus Natus Medical Natus Medical Inc	BABY.OQ	0.080311975
FARO Technologies Inc	FARO FARO FARO Technologies FARO Technologies Inc	FARO.OQ	0.080279819
TPI Composites Inc	TPIC TPI TPI Composites TPI Composites Inc	TPIC.OQ	0.080177334
Lindblad Expeditions Holdings Inc	LIND Lindblad Lindblad Expeditions Lindblad Expeditions Holdings Lindblad Expeditions Holdings Inc	LIND.OQ	0.08000608
Carbonite Inc	CARB Carbonite Carbonite Inc	CARB.OQ	0.07999623
Rocket Pharmaceuticals Inc	RCKT Rocket Rocket Pharmaceuticals Rocket Pharmaceuticals Inc	RCKT.OQ	0.079922797
Urstadt Biddle Properties Inc	UBA Urstadt Urstadt Biddle Urstadt Biddle Properties Urstadt Biddle Properties Inc	UBA.N	0.079917825
REV Group Inc	REVG REV REV Group REV Group Inc	REVG.N	0.079861077
Banco Latinoamericano de Comercio Exterior SA	BLX Banco Banco Latinoamericano Banco Latinoamericano de Banco Latinoamericano de Comercio Banco Latinoamericano de Comercio Exterior Banco Latinoamericano de Comercio Exterior SA	BLX.N	0.079821931
Homology Medicines Inc	FIXX Homology Homology Medicines Homology Medicines Inc	FIXX.OQ	0.079712958
Northstar Realty Europe Corp	NRE Northstar Northstar Realty Northstar Realty Europe Northstar Realty Europe Corp	NRE.N	0.079316303
Nanometrics Inc	NANO Nanometrics Nanometrics Inc	NANO.OQ	0.079288835
Twist Bioscience Corp	TWST Twist Twist Bioscience Twist Bioscience Corp	TWST.OQ	0.079145731
Realogy Holdings Corp	RLGY Realogy Realogy Holdings Realogy Holdings Corp	RLGY.N	0.078659776
Johnson Outdoors Inc	JOUT Johnson Johnson Outdoors Johnson Outdoors Inc	JOUT.OQ	0.078583232
Lakeland Bancorp Inc	LBAI Lakeland Lakeland Bancorp Lakeland Bancorp Inc	LBAI.OQ	0.07847435400000001
Retrophin Inc	RTRX Retrophin Retrophin Inc	RTRX.OQ	0.07839259400000001
ScanSource Inc	SCSC ScanSource ScanSource Inc	SCSC.OQ	0.078388439
Enova International Inc	ENVA Enova Enova International Enova International Inc	ENVA.N	0.078356807
Tidewater Inc	TDW Tidewater Tidewater Inc	TDW.N	0.078322558
Goldman Sachs BDC Inc	GSBD Goldman Goldman Sachs Goldman Sachs BDC Goldman Sachs BDC Inc	GSBD.N	0.078306654
Omeros Corp	OMER Omeros Omeros Corp	OMER.OQ	0.078303865
SEACOR Holdings Inc	CKH SEACOR SEACOR Holdings SEACOR Holdings Inc	CKH.N	0.07823039700000001
M/I Homes Inc	MHO M/I M/I Homes M/I Homes Inc	MHO.N	0.078229453
Origin Bancorp Inc	OBNK Origin Origin Bancorp Origin Bancorp Inc	OBNK.OQ	0.07821428799999999
Stock Yards Bancorp Inc	SYBT Stock Stock Yards Stock Yards Bancorp Stock Yards Bancorp Inc	SYBT.OQ	0.07820931
AxoGen Inc	AXGN AxoGen AxoGen Inc	AXGN.OQ	0.078111928
Mesa Laboratories Inc	MLAB Mesa Mesa Laboratories Mesa Laboratories Inc	MLAB.OQ	0.07779207
Investors Real Estate Trust	IRET Investors Investors Real Investors Real Estate Investors Real Estate Trust	IRET.N	0.077789619
NETGEAR Inc	NTGR NETGEAR NETGEAR Inc	NTGR.OQ	0.077694441
Triumph Bancorp Inc	TBK Triumph Triumph Bancorp Triumph Bancorp Inc	TBK.OQ	0.07764767
ACCO Brands Corp	ACCO ACCO ACCO Brands ACCO Brands Corp	ACCO.N	0.077551989
Domo Inc	DOMO Domo Domo Inc	DOMO.OQ	0.077427523
Carolina Financial Corp	CARO Carolina Carolina Financial Carolina Financial Corp	CARO.OQ	0.077283041
US Concrete Inc	USCR US US Concrete US Concrete Inc	USCR.OQ	0.07719227299999999
Adecoagro SA	AGRO Adecoagro Adecoagro SA	AGRO.N	0.077057615
Gorman-Rupp Co	GRC Gorman-Rupp Gorman-Rupp Co	GRC.N	0.077013583
First National Bank Alaska	FBAK First First National First National Bank First National Bank Alaska	FBAK.PK	0.076956974
Bluegreen Vacations Corp	BXG Bluegreen Bluegreen Vacations Bluegreen Vacations Corp	BXG.N	0.076944209
Pitney Bowes Inc	PBI Pitney Pitney Bowes Pitney Bowes Inc	PBI.N	0.07692425
Griffon Corp	GFF Griffon Griffon Corp	GFF.N	0.076822012
Thermon Group Holdings Inc	THR Thermon Thermon Group Thermon Group Holdings Thermon Group Holdings Inc	THR.N	0.076820283
EMC Insurance Group Inc	EMCI EMC EMC Insurance EMC Insurance Group EMC Insurance Group Inc	EMCI.OQ	0.076772166
QAD Inc	QADA QAD QAD Inc	QADA.OQ	0.076663806
Malibu Boats Inc	MBUU Malibu Malibu Boats Malibu Boats Inc	MBUU.OQ	0.076650332
Mallinckrodt Plc	MNK Mallinckrodt Mallinckrodt Plc	MNK.N	0.076634291
ADTRAN Inc	ADTN ADTRAN ADTRAN Inc	ADTN.OQ	0.076310726
ConnectOne Bancorp Inc	CNOB ConnectOne ConnectOne Bancorp ConnectOne Bancorp Inc	CNOB.OQ	0.076225631
Vanda Pharmaceuticals Inc	VNDA Vanda Vanda Pharmaceuticals Vanda Pharmaceuticals Inc	VNDA.OQ	0.07618869
DHT Holdings Inc	DHT DHT DHT Holdings DHT Holdings Inc	DHT.N	0.076110886
Oaktree Specialty Lending Corp	OCSL Oaktree Oaktree Specialty Oaktree Specialty Lending Oaktree Specialty Lending Corp	OCSL.OQ	0.075970648
Cara Therapeutics Inc	CARA Cara Cara Therapeutics Cara Therapeutics Inc	CARA.OQ	0.075865414
Rhythm Pharmaceuticals Inc	RYTM Rhythm Rhythm Pharmaceuticals Rhythm Pharmaceuticals Inc	RYTM.OQ	0.075823079
Hecla Mining Co	HL Hecla Hecla Mining Hecla Mining Co	HL.N	0.07569379
Global Cord Blood Corp	CO Global Global Cord Global Cord Blood Global Cord Blood Corp	CO.N	0.075689461
Intersect Ent Inc	XENT Intersect Intersect Ent Intersect Ent Inc	XENT.OQ	0.075426465
Northern Oil and Gas Inc	NOG Northern Northern Oil Northern Oil and Northern Oil and Gas Northern Oil and Gas Inc	NOG.A	0.075314445
Systemax Inc	SYX Systemax Systemax Inc	SYX.N	0.075304534
Amerant Bancorp Inc	AMTB Amerant Amerant Bancorp Amerant Bancorp Inc	AMTB.OQ	0.075233626
Gulfport Energy Corp	GPOR Gulfport Gulfport Energy Gulfport Energy Corp	GPOR.OQ	0.075189664
Y-mAbs Therapeutics, Inc	YMAB Y-mAbs Y-mAbs Therapeutics, Y-mAbs Therapeutics, Inc	YMAB.OQ	0.075163114
Bryn Mawr Bank Corp	BMTC Bryn Bryn Mawr Bryn Mawr Bank Bryn Mawr Bank Corp	BMTC.OQ	0.07509473900000001
Regis Corp	RGS Regis Regis Corp	RGS.N	0.074937911
Axsome Therapeutics Inc	AXSM Axsome Axsome Therapeutics Axsome Therapeutics Inc	AXSM.OQ	0.074916749
Speedway Motorsports Inc	TRK Speedway Speedway Motorsports Speedway Motorsports Inc	TRK.N	0.07475897599999999
Northfield Bancorp Inc	NFBK Northfield Northfield Bancorp Northfield Bancorp Inc	NFBK.OQ	0.074499252
Federal Agricultural Mortgage Corp	AGM Federal Federal Agricultural Federal Agricultural Mortgage Federal Agricultural Mortgage Corp	AGM.N	0.07444664599999999
Forestar Group Inc	FOR Forestar Forestar Group Forestar Group Inc	FOR.N	0.074126571
Monarch Casino & Resort Inc	MCRI Monarch Monarch Casino Monarch Casino & Monarch Casino & Resort Monarch Casino & Resort Inc	MCRI.OQ	0.074091238
GMS Inc	GMS GMS GMS Inc	GMS.N	0.074071144
Opus Bank	OPB Opus Opus Bank	OPB.OQ	0.074036851
AdvanSix Inc	ASIX AdvanSix AdvanSix Inc	ASIX.N	0.073972935
CorePoint Lodging Inc	CPLG CorePoint CorePoint Lodging CorePoint Lodging Inc	CPLG.N	0.07393606700000001
Ho Wah Genting Group Ltd	HWGG Ho Ho Wah Ho Wah Genting Ho Wah Genting Group Ho Wah Genting Group Ltd	HWGG.PK	0.073900082
Kiniksa Pharmaceuticals Ltd	KNSA Kiniksa Kiniksa Pharmaceuticals Kiniksa Pharmaceuticals Ltd	KNSA.OQ	0.073733963
Valhi Inc	VHI Valhi Valhi Inc	VHI.N	0.073522358
MacroGenics Inc	MGNX MacroGenics MacroGenics Inc	MGNX.OQ	0.073188697
Genesco Inc	GCO Genesco Genesco Inc	GCO.N	0.07309774599999999
Rudolph Technologies Inc	RTEC Rudolph Rudolph Technologies Rudolph Technologies Inc	RTEC.N	0.073092074
Ituran Location and Control Ltd	ITRN Ituran Ituran Location Ituran Location and Ituran Location and Control Ituran Location and Control Ltd	ITRN.OQ	0.072974725
Washington Prime Group Inc	WPG Washington Washington Prime Washington Prime Group Washington Prime Group Inc	WPG.N	0.07294914200000001
TrustCo Bank Corp N Y	TRST TrustCo TrustCo Bank TrustCo Bank Corp TrustCo Bank Corp N TrustCo Bank Corp N Y	TRST.OQ	0.072883344
German American Bancorp Inc	GABC German German American German American Bancorp German American Bancorp Inc	GABC.OQ	0.072764938
Loral Space & Communications Inc	LORL Loral Loral Space Loral Space & Loral Space & Communications Loral Space & Communications Inc	LORL.OQ	0.072729685
SP Plus Corp	SP SP SP Plus SP Plus Corp	SP.OQ	0.072572859
CBTX Inc	CBTX CBTX CBTX Inc	CBTX.OQ	0.072546153
Virtus Investment Partners Inc	VRTS Virtus Virtus Investment Virtus Investment Partners Virtus Investment Partners Inc	VRTS.OQ	0.07251366
Univest Financial Corp	UVSP Univest Univest Financial Univest Financial Corp	UVSP.OQ	0.07245839
U.S. Silica Holdings Inc	SLCA U.S. U.S. Silica U.S. Silica Holdings U.S. Silica Holdings Inc	SLCA.N	0.072398242
United Royale Holdings Corp	URYL United United Royale United Royale Holdings United Royale Holdings Corp	URYL.PK	0.07231576
William Lyon Homes	WLH William William Lyon William Lyon Homes	WLH.N	0.07227807900000001
Keane Group Inc	FRAC Keane Keane Group Keane Group Inc	FRAC.N	0.072221082
Urogen Pharma Ltd	URGN Urogen Urogen Pharma Urogen Pharma Ltd	URGN.OQ	0.072210995
Oritani Financial Corp	ORIT Oritani Oritani Financial Oritani Financial Corp	ORIT.OQ	0.07209271099999999
Nova Measuring Instruments Ltd	NVMI Nova Nova Measuring Nova Measuring Instruments Nova Measuring Instruments Ltd	NVMI.OQ	0.071982424
Star Bulk Carriers Corp	SBLK Star Star Bulk Star Bulk Carriers Star Bulk Carriers Corp	SBLK.OQ	0.07163285700000001
AngioDynamics Inc	ANGO AngioDynamics AngioDynamics Inc	ANGO.OQ	0.071502726
Eagle Pharmaceuticals Inc	EGRX Eagle Eagle Pharmaceuticals Eagle Pharmaceuticals Inc	EGRX.OQ	0.07135328
Tufin Software Technologies Ltd	TUFN Tufin Tufin Software Tufin Software Technologies Tufin Software Technologies Ltd	TUFN.N	0.071026213
Community Trust Bancorp Inc	CTBI Community Community Trust Community Trust Bancorp Community Trust Bancorp Inc	CTBI.OQ	0.071007711
Horizon Bancorp Inc	HBNC Horizon Horizon Bancorp Horizon Bancorp Inc	HBNC.OQ	0.070668174
Byline Bancorp Inc	BY Byline Byline Bancorp Byline Bancorp Inc	BY.N	0.070639118
Solaris Oilfield Infrastructure Inc	SOI Solaris Solaris Oilfield Solaris Oilfield Infrastructure Solaris Oilfield Infrastructure Inc	SOI.N	0.070330777
Preferred Bank	PFBC Preferred Preferred Bank	PFBC.OQ	0.070278309
Capstead Mortgage Corp	CMO Capstead Capstead Mortgage Capstead Mortgage Corp	CMO.N	0.070070219
Asia Equity Exchange Group Inc	AEEX Asia Asia Equity Asia Equity Exchange Asia Equity Exchange Group Asia Equity Exchange Group Inc	AEEX.PK	0.070055563
Kura Oncology Inc	KURA Kura Kura Oncology Kura Oncology Inc	KURA.OQ	0.070053018
Party City Holdco Inc	PRTY Party Party City Party City Holdco Party City Holdco Inc	PRTY.N	0.070046305
Community Healthcare Trust Inc	CHCT Community Community Healthcare Community Healthcare Trust Community Healthcare Trust Inc	CHCT.N	0.070010169
C&J Energy Services Inc	CJ C&J C&J Energy C&J Energy Services C&J Energy Services Inc	CJ.N	0.06977188
Ranpak Holdings Corp	PACK Ranpak Ranpak Holdings Ranpak Holdings Corp	PACK.N	0.069724074
Banc of California Inc	BANC Banc Banc of Banc of California Banc of California Inc	BANC.N	0.06953356299999999
P H Glatfelter Co	GLT P P H P H Glatfelter P H Glatfelter Co	GLT.N	0.069498892
Gran Tierra Energy Inc	GTE Gran Gran Tierra Gran Tierra Energy Gran Tierra Energy Inc	GTE.A	0.069442829
Vericel Corp	VCEL Vericel Vericel Corp	VCEL.OQ	0.069396944
Hanger Inc	HNGR Hanger Hanger Inc	HNGR.N	0.069236547
Allegiance Bancshares Inc	ABTX Allegiance Allegiance Bancshares Allegiance Bancshares Inc	ABTX.OQ	0.069053787
Stamps.Com Inc	STMP Stamps.Com Stamps.Com Inc	STMP.OQ	0.068947087
pdvWireless Inc	ATEX pdvWireless pdvWireless Inc	ATEX.OQ	0.068844956
G1 Therapeutics Inc	GTHX G1 G1 Therapeutics G1 Therapeutics Inc	GTHX.OQ	0.068589231
United Financial Bancorp Inc	UBNK United United Financial United Financial Bancorp United Financial Bancorp Inc	UBNK.OQ	0.068511491
CONSOL Energy Inc	CEIX CONSOL CONSOL Energy CONSOL Energy Inc	CEIX.N	0.068283296
Cooper-Standard Holdings Inc	CPS Cooper-Standard Cooper-Standard Holdings Cooper-Standard Holdings Inc	CPS.N	0.068177263
Ameresco Inc	AMRC Ameresco Ameresco Inc	AMRC.N	0.068153048
Ruth's Hospitality Group Inc	RUTH Ruth's Ruth's Hospitality Ruth's Hospitality Group Ruth's Hospitality Group Inc	RUTH.OQ	0.06808056900000001
Intra-Cellular Therapies Inc	ITCI Intra-Cellular Intra-Cellular Therapies Intra-Cellular Therapies Inc	ITCI.OQ	0.06795810599999999
Coeur Mining Inc	CDE Coeur Coeur Mining Coeur Mining Inc	CDE.N	0.067898202
Construction Partners Inc	ROAD Construction Construction Partners Construction Partners Inc	ROAD.OQ	0.067830767
Camden National Corp	CAC Camden Camden National Camden National Corp	CAC.OQ	0.067810132
Ambac Financial Group Inc	AMBC Ambac Ambac Financial Ambac Financial Group Ambac Financial Group Inc	AMBC.OQ	0.067634501
Clovis Oncology Inc	CLVS Clovis Clovis Oncology Clovis Oncology Inc	CLVS.OQ	0.067630854
Adverum Biotechnologies Inc	ADVM Adverum Adverum Biotechnologies Adverum Biotechnologies Inc	ADVM.OQ	0.067625911
ArcBest Corp	ARCB ArcBest ArcBest Corp	ARCB.OQ	0.067469668
nLIGHT Inc	LASR nLIGHT nLIGHT Inc	LASR.OQ	0.067414768
MeiraGTx Holdings PLC	MGTX MeiraGTx MeiraGTx Holdings MeiraGTx Holdings PLC	MGTX.OQ	0.067378946
NextDecade Corp	NEXT NextDecade NextDecade Corp	NEXT.OQ	0.06729189599999999
Modine Manufacturing Co	MOD Modine Modine Manufacturing Modine Manufacturing Co	MOD.N	0.06727249099999999
Live Oak Bancshares Inc	LOB Live Live Oak Live Oak Bancshares Live Oak Bancshares Inc	LOB.OQ	0.067267215
Ready Capital Corp	RC Ready Ready Capital Ready Capital Corp	RC.N	0.067001363
Evolent Health Inc	EVH Evolent Evolent Health Evolent Health Inc	EVH.N	0.066849314
Foundation Building Materials Inc	FBM Foundation Foundation Building Foundation Building Materials Foundation Building Materials Inc	FBM.N	0.06666684
i3 Verticals Inc	IIIV i3 i3 Verticals i3 Verticals Inc	IIIV.OQ	0.066658392
Monotype Imaging Holdings Inc	TYPE Monotype Monotype Imaging Monotype Imaging Holdings Monotype Imaging Holdings Inc	TYPE.OQ	0.066568277
Astec Industries Inc	ASTE Astec Astec Industries Astec Industries Inc	ASTE.OQ	0.066530326
Tutor Perini Corp	TPC Tutor Tutor Perini Tutor Perini Corp	TPC.N	0.066301127
INTL FCStone Inc	INTL INTL INTL FCStone INTL FCStone Inc	INTL.OQ	0.066282998
Golden Ocean Group Ltd	GOGL Golden Golden Ocean Golden Ocean Group Golden Ocean Group Ltd	GOGL.OQ	0.06609926599999999
Diebold Nixdorf Inc	DBD Diebold Diebold Nixdorf Diebold Nixdorf Inc	DBD.N	0.066031865
Organogenesis Holdings Inc	ORGO Organogenesis Organogenesis Holdings Organogenesis Holdings Inc	ORGO.OQ	0.065949358
Odonate Therapeutics Inc	ODT Odonate Odonate Therapeutics Odonate Therapeutics Inc	ODT.OQ	0.0658827
Farmers & Merchants Bancorp	FMCB Farmers Farmers & Farmers & Merchants Farmers & Merchants Bancorp	FMCB.PK	0.065548137
Peoples Bancorp Inc	PEBO Peoples Peoples Bancorp Peoples Bancorp Inc	PEBO.OQ	0.065547463
Hanmi Financial Corp	HAFC Hanmi Hanmi Financial Hanmi Financial Corp	HAFC.OQ	0.06545551599999999
PlayAGS Inc	AGS PlayAGS PlayAGS Inc	AGS.N	0.065418108
National Energy Services Reunited Corp	NESR National National Energy National Energy Services National Energy Services Reunited National Energy Services Reunited Corp	NESR.OQ	0.065411871
Preferred Apartment Communities Inc	APTS Preferred Preferred Apartment Preferred Apartment Communities Preferred Apartment Communities Inc	APTS.N	0.065357666
Hersha Hospitality Trust	HT Hersha Hersha Hospitality Hersha Hospitality Trust	HT.N	0.065297248
Extreme Networks Inc	EXTR Extreme Extreme Networks Extreme Networks Inc	EXTR.OQ	0.06529001400000001
Dime Community Bancshares Inc	DCOM Dime Dime Community Dime Community Bancshares Dime Community Bancshares Inc	DCOM.OQ	0.06526057099999999
Synrgy Corp	SNGY Synrgy Synrgy Corp	SNGY.PK	0.065214875
National Presto Industries Inc	NPK National National Presto National Presto Industries National Presto Industries Inc	NPK.N	0.065061195
RadNet Inc	RDNT RadNet RadNet Inc	RDNT.OQ	0.065033791
TG Therapeutics Inc	TGTX TG TG Therapeutics TG Therapeutics Inc	TGTX.OQ	0.064975697
Tucows Inc	TCX Tucows Tucows Inc	TCX.OQ	0.064951238
Retail Value Inc	RVI Retail Retail Value Retail Value Inc	RVI.N	0.064881433
Endurance International Group Holdings Inc	EIGI Endurance Endurance International Endurance International Group Endurance International Group Holdings Endurance International Group Holdings Inc	EIGI.OQ	0.064859227
Great Lakes Dredge & Dock Corp	GLDD Great Great Lakes Great Lakes Dredge Great Lakes Dredge & Great Lakes Dredge & Dock Great Lakes Dredge & Dock Corp	GLDD.OQ	0.06480773599999999
Winmark Corp	WINA Winmark Winmark Corp	WINA.OQ	0.06476040400000001
Zymeworks Inc	ZYME Zymeworks Zymeworks Inc	ZYME.N	0.064758817
First Citizens Bancshares Inc (Tennessee)	FIZN First First Citizens First Citizens Bancshares First Citizens Bancshares Inc First Citizens Bancshares Inc (Tennessee)	FIZN.PK	0.064691834
Front Yard Residential Corp	RESI Front Front Yard Front Yard Residential Front Yard Residential Corp	RESI.N	0.064624238
Cass Information Systems Inc	CASS Cass Cass Information Cass Information Systems Cass Information Systems Inc	CASS.OQ	0.06450618
Precision BioSciences Inc	DTIL Precision Precision BioSciences Precision BioSciences Inc	DTIL.OQ	0.06435761400000001
Mr. Cooper Group Inc	COOP Mr. Mr. Cooper Mr. Cooper Group Mr. Cooper Group Inc	COOP.OQ	0.064230754
AK Steel Holding Corp	AKS AK AK Steel AK Steel Holding AK Steel Holding Corp	AKS.N	0.064207609
Houghton Mifflin Harcourt Co	HMHC Houghton Houghton Mifflin Houghton Mifflin Harcourt Houghton Mifflin Harcourt Co	HMHC.OQ	0.064198891
Aptorum Group Ltd	APM Aptorum Aptorum Group Aptorum Group Ltd	APM.OQ	0.06400574099999999
Comtech Telecommunications Corp	CMTL Comtech Comtech Telecommunications Comtech Telecommunications Corp	CMTL.OQ	0.063998882
Myers Industries Inc	MYE Myers Myers Industries Myers Industries Inc	MYE.N	0.063660165
Gladstone Commercial Corp	GOOD Gladstone Gladstone Commercial Gladstone Commercial Corp	GOOD.OQ	0.063569747
Ingles Markets Inc	IMKTA Ingles Ingles Markets Ingles Markets Inc	IMKTA.OQ	0.063417831
Argan Inc	AGX Argan Argan Inc	AGX.N	0.063414871
Cohu Inc	COHU Cohu Cohu Inc	COHU.OQ	0.063408208
Falcon Minerals Corp	FLMN Falcon Falcon Minerals Falcon Minerals Corp	FLMN.OQ	0.063361394
Sinovac Biotech Ltd	SVA Sinovac Sinovac Biotech Sinovac Biotech Ltd	SVA.OQ	0.063058002
eXp World Holdings Inc	EXPI eXp eXp World eXp World Holdings eXp World Holdings Inc	EXPI.OQ	0.063017474
Customers Bancorp Inc	CUBI Customers Customers Bancorp Customers Bancorp Inc	CUBI.N	0.063001271
Intellia Therapeutics Inc	NTLA Intellia Intellia Therapeutics Intellia Therapeutics Inc	NTLA.OQ	0.062602884
Heidrick & Struggles International Inc	HSII Heidrick Heidrick & Heidrick & Struggles Heidrick & Struggles International Heidrick & Struggles International Inc	HSII.OQ	0.062424508
Quotient Ltd	QTNT Quotient Quotient Ltd	QTNT.OQ	0.062353449000000005
Control4 Corp	CTRL Control4 Control4 Corp	CTRL.OQ	0.062308888
Verso Corp	VRS Verso Verso Corp	VRS.N	0.06201214099999999
Cerus Corp	CERS Cerus Cerus Corp	CERS.OQ	0.061927972000000005
Myovant Sciences Ltd	MYOV Myovant Myovant Sciences Myovant Sciences Ltd	MYOV.N	0.061816837
Pzena Investment Management Inc	PZN Pzena Pzena Investment Pzena Investment Management Pzena Investment Management Inc	PZN.N	0.061793174000000006
